description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date,incident_time
queuing traffic,,N206 (N105),Rua Eduardo Manuel De Almeida (N105),N105,Jam,Moderate,233,32,2018-12-07,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,201,2018-12-07,19:45:01
queuing traffic,,N101,Largo de Navarros de Andrade,,Jam,Moderate,367,180,2018-12-07,19:45:01
stationary traffic,,Vista Alegre (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Major,402,119,2018-12-07,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1002,175,2018-12-07,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,946,262,2018-12-07,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,850,209,2018-12-07,19:45:01
slow traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Minor,413,24,2018-12-07,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,298,2018-12-07,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,238,2018-12-07,19:45:01
stationary traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,264,214,2018-12-07,19:45:01
stationary traffic,,N101,Largo de Navarros de Andrade,,Jam,Major,424,296,2018-12-07,19:45:01
stationary traffic,,Rua De Angola (N105),Vista Alegre (N105),N105,Jam,Major,593,263,2018-12-07,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,946,168,2018-12-07,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,296,2018-12-07,19:45:01
queuing traffic,,N101,Largo de Navarros de Andrade,,Jam,Moderate,367,171,2018-12-07,19:45:01
stationary traffic,,N101,Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Major,547,211,2018-12-07,19:45:01
stationary traffic,,Vista Alegre (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Major,474,108,2018-12-07,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,791,168,2018-12-07,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,135,2018-12-07,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,791,134,2018-12-07,19:45:01
stationary traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Major,557,224,2018-12-07,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,295,174,2018-12-07,19:45:01
queuing traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Moderate,245,52,2018-12-07,19:45:01
queuing traffic,,N101,Rua Rainha Dona Maria II,,Jam,Moderate,272,126,2018-12-07,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,650,186,2018-12-07,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,650,162,2018-12-07,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,329,47,2018-12-07,19:45:01
stationary traffic,,N101,Urgezes,,Jam,Major,709,243,2018-12-07,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,961,207,2018-12-07,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,479,196,2018-12-07,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,230,2018-12-07,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,365,150,2018-12-07,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1143,221,2018-12-07,19:45:01
slow traffic,,N101/N105 (IC5),N207-4 (IC5),IC5,Jam,Minor,388,32,2018-12-07,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,178,2018-12-07,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,479,136,2018-12-07,19:45:01
stationary traffic,,N101/N105 (IC5),N207-4 (IC5),IC5,Jam,Major,400,65,2018-12-07,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,541,162,2018-12-07,19:45:01
queuing traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),Largo Da República Do Brasil (N101),N101,Jam,Moderate,395,177,2018-12-07,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,295,272,2018-12-07,19:45:01
stationary traffic,,Oliveira Do Castelo (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,587,397,2018-12-07,19:45:01
stationary traffic,,N105,Avenida Conde Margaride / Largo Comandante José de Pina (N101),,Jam,Major,398,149,2018-12-07,19:45:01
stationary traffic,,N105,Avenida Conde Margaride / Largo Comandante José de Pina (N101),,Jam,Major,517,153,2018-12-07,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Major,408,135,2018-12-07,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,791,151,2018-12-07,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,173,2018-12-07,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,676,79,2018-12-07,19:45:01
stationary traffic,,Quinta de Vilaverde,Rua do Colégio Militar,,Jam,Major,557,237,2018-12-07,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1237,204,2018-12-07,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1169,313,2018-12-07,19:45:01
stationary traffic,,Rua João Paulo II (N101),IC5/N105 (N101),N101,Jam,Major,755,164,2018-12-07,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,733,179,2018-12-07,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,361,66,2018-12-07,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Major,498,212,2018-12-07,19:45:01
stationary traffic,,N101,Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Major,557,184,2018-12-07,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,322,147,2018-12-07,19:45:01
stationary traffic,,N101 (Mesão Frio) (IC5),N309 (IC5),IC5,Jam,Major,391,82,2018-12-07,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,440,125,2018-12-07,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,615,117,2018-12-07,19:45:01
stationary traffic,,Alameda Doutor Mariano Felgueiras,Rua de São Miguel,N206,Jam,Major,322,126,2018-12-07,19:45:01
slow traffic,,N206 (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Minor,602,71,2018-12-07,19:45:01
stationary traffic,,Rua Francisco dos Santos Guimarães,Rua Eduardo Manuel de Almeida,,Jam,Major,297,147,2018-12-07,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,264,144,2018-12-07,19:45:01
stationary traffic,,Rua Dom Cristovão de São Boaventura,Rua Comendador Joaquim São Oliveira,,Jam,Major,322,168,2018-12-07,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,791,170,2018-12-07,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,200,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,127,2018-12-06,19:45:01
stationary traffic,,Rua Doutor Bento Cardoso / Rua da Liberdade,Largo 25 de Abril (N101),,Jam,Major,205,249,2018-12-06,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,210,2018-12-06,19:45:01
queuing traffic,,Alameda de São Dâmaso (N101),Largo de Navarros de Andrade,,Jam,Moderate,264,122,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,733,197,2018-12-06,19:45:01
slow traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Minor,1084,144,2018-12-06,19:45:01
queuing traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Moderate,264,44,2018-12-06,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1143,196,2018-12-06,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,264,2018-12-06,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,251,2018-12-06,19:45:01
queuing traffic,,N101,Largo de Navarros de Andrade,,Jam,Moderate,367,145,2018-12-06,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,178,134,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,201,2018-12-06,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,199,2018-12-06,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,381,345,2018-12-06,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,405,2018-12-06,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,235,2018-12-06,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,303,291,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,184,2018-12-06,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,1084,213,2018-12-06,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,127,2018-12-06,19:45:01
stationary traffic,,Avenida Conde de Margaride / Travessa dos Gaiteiros,Largo Comandante José de Pina (N101),,Jam,Major,264,179,2018-12-06,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,306,2018-12-06,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,331,2018-12-06,19:45:01
queuing traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,615,151,2018-12-06,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Major,381,126,2018-12-06,19:45:01
stationary traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Major,557,230,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,172,2018-12-06,19:45:01
stationary traffic,,"Acesso A11, Guimarães Sul (N105)",Rua Eduardo Manuel De Almeida (N105),N105,Jam,Major,1311,314,2018-12-06,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1237,315,2018-12-06,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,498,104,2018-12-06,19:45:01
stationary traffic,,N105 (N206),"Acesso A11, Guimarães Oeste (N206)",N206,Jam,Major,1764,296,2018-12-06,19:45:01
stationary traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Major,538,130,2018-12-06,19:45:01
stationary traffic,,Rua das Lameiras,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,211,2018-12-06,19:45:01
stationary traffic,,Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá,Largo 25 de Abril (N101),,Jam,Major,248,333,2018-12-06,19:45:01
stationary traffic,,Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá,Rua Eduardo Manuel de Almeida / Avenida Dom João IV,,Jam,Major,384,315,2018-12-06,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,218,2018-12-06,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Major,381,149,2018-12-06,19:45:01
queuing traffic,,Largo da República do Brasil (N101),Urgezes,,Jam,Moderate,674,126,2018-12-06,19:45:01
stationary traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Major,1319,358,2018-12-06,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),Rua Reitor Francisco José Ribeiro (N101),N101,Jam,Major,956,309,2018-12-06,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1338,184,2018-12-06,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,1084,381,2018-12-06,19:45:01
stationary traffic,,Avenida Conde de Margaride / Travessa dos Gaiteiros,Largo Comandante José de Pina (N101),,Jam,Major,264,205,2018-12-06,19:45:01
